答案1: 21
答案9566: 11/36
答案9567: 3/140
答案9568: 12
答案9569: 3/196
答案9570: 1/12
答案9571: 7
答案9572: 8
答案9573: 28
答案9574: 2
答案9575: 3
答案9576: 4
答案9577: 4/7
答案9578: 7/8
答案9579: 2
答案9580: 4/9
答案9581: 1/171
答案9582: 1/28
答案9583: 11
答案9584: 8
答案9585: 3
答案9586: 8/25
答案9587: 12
答案9588: 6
答案9589: 22/45
答案9590: 7
答案9591: 13
答案9592: 16
答案9593: 8
答案9594: 1
答案9595: 1/18
答案9596: 1
答案9597: 1/12
答案9598: 5/9
答案9599: 11
答案9600: 9
答案9601: 7
答案9602: 7
答案9603: 5/9
答案9604: 6
答案9605: 8
答案9606: 11/24
答案9607: 3/8
答案9608: 5
答案9609: 1/3
答案9610: 1
答案9611: 2
答案9612: 3
答案9613: 4
答案9614: 8
答案9615: 11
答案9616: 14
答案9617: 7
答案9618: 18
答案9619: 17
答案9620: 16
答案9621: 14
答案9622: 13
答案9623: 7
答案9624: 16
答案9625: 28/51
答案9626: 13
答案9627: 7/144
答案9628: 2/3
答案9629: 1/15
答案9630: 1/10
答案9631: 3/49
答案9632: 3/56
答案9633: 1/21
答案9634: 10
答案9635: 5/18
答案9636: 8
答案9637: 10
答案9638: 8
答案9639: 12
答案9640: 14
答案9641: 1/9
答案9642: 15
答案9643: 5/168
答案9644: 17
答案9645: 7
答案9646: 7/30
答案9647: 7/9
答案9648: 10
答案9649: 5/48
答案9650: 14
答案9651: 1/56
答案9652: 1
答案9653: 3/5
答案9654: 5
答案9655: 2
答案9656: 3
答案9657: 9
答案9658: 6
答案9659: 1
答案9660: 5/28
答案9661: 2/25
答案9662: 1/5
答案9663: 4
答案9664: 1/30
答案9665: 7
答案9666: 6
答案9667: 1/48
答案9668: 5
答案9669: 1/42
答案9670: 19
答案9671: 4
答案9672: 1/54
答案9673: 2
答案9674: 1/3
答案9675: 5
答案9676: 1/20
答案9677: 1/7
答案9678: 13
答案9679: 6
答案9680: 1/12
答案9681: 1/16
答案9682: 4
答案9683: 1/4
答案9684: 1/189
答案9685: 19
答案9686: 18
答案9687: 1/20
答案9688: 9/19
答案9689: 1/108
答案9690: 4/9
答案9691: 1/4
答案9692: 9/28
答案9693: 10
答案9694: 3
答案9695: 12
答案9696: 4/9
答案9697: 5/9
答案9698: 1
答案9699: 1/4
答案9700: 7/2048
答案9701: 3
答案9702: 3/14
答案9703: 7
答案9704: 5/8
答案9705: 16
答案9706: 15
答案9707: 24
答案9708: 20
答案9709: 7
答案9710: 18
答案9711: 19
答案9712: 7
答案9713: 8
答案9714: 16
答案9715: 4
答案9716: 17
答案9717: 3
答案9718: 2/7
答案9719: 4/7
答案9720: 2/9
答案9721: 2/21
答案9722: 4/35
答案9723: 1/7
答案9724: 8/21
答案9725: 4/63
答案9726: 1/14
答案9727: 2
答案9728: 1/40
答案9729: 4/49
答案9730: 4
答案9731: 18
答案9732: 32
答案9733: 28
答案9734: 36
答案9735: 5
答案9736: 4
答案9737: 16
答案9738: 1/2
答案9739: 17
答案9740: 14
答案9741: 3
答案9742: 12
答案9743: 8
答案9744: 1/7
答案9745: 4/175
答案9746: 1/140
答案9747: 8
答案9748: 1/112
答案9749: 1/4
答案9750: 3/8
答案9751: 3/28
答案9752: 4/63
答案9753: 1/8
答案9754: 8/25
答案9755: 10
答案9756: 17
答案9757: 1/12
答案9758: 6
答案9759: 9/20
答案9760: 5
答案9761: 1/6
答案9762: 14/45
答案9763: 3/8
答案9764: 5
答案9765: 6
答案9766: 5/24
答案9767: 5/16
答案9768: 6
答案9769: 2
答案9770: 1/8
答案9771: 4
答案9772: 1
答案9773: 8
答案9774: 4/9
答案9775: 10
答案9776: 12
答案9777: 5/24
答案9778: 4
答案9779: 10
答案9780: 20
答案9781: 11
答案9782: 18
答案9783: 19
答案9784: 18
答案9785: 12
答案9786: 11
答案9787: 8
答案9788: 17
答案9789: 14
答案9790: 1/2
答案9791: 16
答案9792: 42/55
答案9793: 15
答案9794: 14
答案9795: 4
答案9796: 2
答案9797: 10
答案9798: 8
答案9799: 1/3
答案9800: 2/45
答案9801: 1/108
答案9802: 4
答案9803: 4
答案9804: 1/180
答案9805: 1/2
答案9806: 1/5
答案9807: 8
答案9808: 6
答案9809: 1/2
答案9810: 3/4
答案9811: 3/10
答案9812: 3/14
答案9813: 10
答案9814: 7/72
答案9815: 6
答案9816: 1/4
答案9817: 5/12
答案9818: 3/16
答案9819: 13
答案9820: 3
答案9821: 6
答案9822: 9
答案9823: 2
答案9824: 18
答案9825: 4/9
答案9826: 6
答案9827: 4
答案9828: 4
答案9829: 11
答案9830: 10
答案9831: 4/135
答案9832: 4/27
答案9833: 8
答案9834: 6
答案9835: 1/18
答案9836: 4/63
答案9837: 6
答案9838: 1/6
答案9839: 8
答案9840: 7
答案9841: 1/15
答案9842: 20
答案9843: 10
答案9844: 9
答案9845: 10
答案9846: 14
答案9847: 17
答案9848: 18
答案9849: 8
答案9850: 19
答案9851: 20
答案9852: 7
答案9853: 1
答案9854: 19
答案9855: 1/8
答案9856: 1/16
答案9857: 7
答案9858: 0
答案9859: 5
答案9860: 1/28
答案9861: 6
答案9862: 20
答案9863: 11
答案9864: 1/12
答案9865: 4
答案9866: 4
答案9867: 4
答案9868: 5/16
答案9869: 2
答案9870: 2
答案9871: 11
答案9872: 8/81
答案9873: 1/3
答案9874: 5/6
答案9875: 1/2
答案9876: 21/31
答案9877: 10
答案9878: 1/20
答案9879: 6/7
答案9880: 4/5
答案9881: 12
答案9882: 1/144
答案9883: 9/20
答案9884: 6
答案9885: 1/162
答案9886: 9
答案9887: 1
答案9888: 9/112
答案9889: 2/9
答案9890: 8
答案9891: 1/8
答案9892: 14
答案9893: 13
答案9894: 7
答案9895: 6/7
答案9896: 14
答案9897: 13
答案9898: 3/7
答案9899: 2/7
答案9900: 4/7
答案9901: 10
答案9902: 13/14
答案9903: 1/336
答案9904: 1/45
答案9905: 1/72
答案9906: 29/90
答案9907: 5
答案9908: 6
答案9909: 7
答案9910: 10/21
答案9911: 1
答案9912: 3/7
答案9913: 2
答案9914: 4
答案9915: 5
答案9916: 6
答案9917: 6
答案9918: 2
答案9919: 8
答案9920: 18
答案9921: 12
答案9922: 6
答案9923: 2/3
答案9924: 4/7
答案9925: 12
答案9926: 1/2
答案9927: 5/54
答案9928: 4/9
答案9929: 3/5
答案9930: 1/5
答案9931: 1
答案9932: 9
答案9933: 4/5
答案9934: 5/81
答案9935: 2
答案9936: 5
答案9937: 13
答案9938: 6
答案9939: 6
答案9940: 2
答案9941: 4
答案9942: 7
答案9943: 8
答案9944: 9
答案9945: 8
答案9946: 10
答案9947: 3
答案9948: 3/4
答案9949: 7
答案9950: 5
答案9951: 6
答案9952: 2
答案9953: 2
答案9954: 2
答案9955: 12
答案9956: 4
答案9957: 16
答案9958: 25/27
答案9959: 6
答案9960: 4
答案9961: 14
答案9962: 8
答案9963: 8
答案9964: 12
答案9965: 7
答案9966: 8
答案9967: 14
答案9968: 10
答案9969: 8
答案9970: 11
答案9971: 1/18
答案9972: 9
答案9973: 1/49
答案9974: 7
答案9975: 8
答案9976: 5/9
答案9977: 8
答案9978: 1/98
答案9979: 5
答案9980: 6
答案9981: 3
答案9982: 4/27
答案9983: 4
答案9984: 2
答案9985: 16
答案9986: 1/2
答案9987: 13
答案9988: 10
答案9989: 11
答案9990: 12
答案9991: 10
答案9992: 9
答案9993: 8
答案9994: 12
答案9995: 9
答案9996: 4/21
答案9997: 35/108
答案9998: 4/27
答案9999: 16
答案10000: 15
